id,screen_name,text,url,timestamp,choose_one_category,crisis_related,choose_one_category_a1,choose_one_category_a2,choose_one_category_a3
721598569577259010,suren22680102,Yesterday #earthquake hits #Japan now its hits #Ecuador and at least 40 person reported died. Its bad time. God help https://t.co/0144YiUzo4,https://www.twitter.com/suren22680102/status/721598569577259010,2016-04-17 07:18:00,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721526729299206149,tv6tnt,"16 killed as a powerful Magnitude 7.8 earthquake has hit Ecuador's coast, causing damage over a wide area - reports https://t.co/gklyfQique",https://www.twitter.com/tv6tnt/status/721526729299206149,2016-04-17 02:32:32,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721696462778687494,rodriguez462,⚡️ “Dozens dead in Ecuador after 7.8-magnitude earthquake ”  https://t.co/hnT68CtbEl,https://www.twitter.com/rodriguez462/status/721696462778687494,2016-04-17 13:46:59,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721713287428186112,Sir_Templar,"Earthquake Kills 77 in Ecuador; Emergency Workers Rush in - PEDERNALES, Ecuador (AP) — The strongest earthquake... https://t.co/0nZRoQOrl7",https://www.twitter.com/Sir_Templar/status/721713287428186112,2016-04-17 14:53:51,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721592913176735744,BawaHS,#Ecuador #earthquake: 41 killed in powerful 7.8-magnitude #quake  https://t.co/rmH2gOPVaU https://t.co/DJk8ffAU08,https://www.twitter.com/BawaHS/status/721592913176735744,2016-04-17 06:55:31,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721708296659345410,WingsofCrystal,Powerful earthquake kills dozens in Ecuador https://t.co/GTRt1xgjnl,https://www.twitter.com/WingsofCrystal/status/721708296659345410,2016-04-17 14:34:01,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721656068531712004,huyanxing,Ecuador: car pulled from under fallen bridge after earthquake – video https://t.co/0jmGbj0wuJ,https://www.twitter.com/huyanxing/status/721656068531712004,2016-04-17 11:06:29,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721585966486425600,InquisitionNews,7.8 earthquake kills dozens in Ecuador:           https://t.co/9aDQqyo2oc (USAtoday),https://www.twitter.com/InquisitionNews/status/721585966486425600,2016-04-17 06:27:55,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721571264276467712,SuziQ211,"⚡️ ""Ecuador rocked by 7.8-magnitude earthquake ""  https://t.co/9AHVvvxyKq",https://www.twitter.com/SuziQ211/status/721571264276467712,2016-04-17 05:29:30,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721630796440678400,PoliticalGlobal,"What do you think? Ecuador earthquake: 'God, please stop that' - eyewitness accounts: Ecuador has been struck ... https://t.co/uS8Ofd0may",https://www.twitter.com/PoliticalGlobal/status/721630796440678400,2016-04-17 09:26:03,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721605859076386816,jonurbana1,"77 killed, hundreds hurt in Ecuador's 7.8 earthquake #news https://t.co/7giFhBTKAJ",https://www.twitter.com/jonurbana1/status/721605859076386816,2016-04-17 07:46:58,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721511397297885185,FOX35Tom,#BREAKING Magnitiude 7.8 #earthquake in #Ecuador is in “major” category. Here’s what that means. https://t.co/BdnXYLQtn7 #FOX35,https://www.twitter.com/FOX35Tom/status/721511397297885185,2016-04-17 01:31:36,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721666704863059968,rudol9h,Tonga earthquake: Powerful 6.1 magnitude quake strikes southeast of island nation May Allah make it easy for them #PrayForTonga,https://www.twitter.com/rudol9h/status/721666704863059968,2016-04-17 11:48:45,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721613231727357952,Rody__x7,"( #Rody__x7 ) ECUADOR ROCKED: Magnitude-7.8 earthquake kills 77, rescues underway:  https://t.co/1mfe7Zv8Y1",https://www.twitter.com/Rody__x7/status/721613231727357952,2016-04-17 08:16:16,donation_needs_or_offers_or_volunteering_services,yes,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services
721632423046348804,NOSTIX1241,"Powerful earthquake hits Ecuador, killing at least 77 and injuring over 570 - Chicago - https://t.co/5BaZKvSPex https://t.co/ufyIf8Aia4",https://www.twitter.com/NOSTIX1241/status/721632423046348804,2016-04-17 09:32:31,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721657663273046016,Mhiz_Precious,Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments: President Correa calls n... https://t.co/AtuWC5ngfp,https://www.twitter.com/Mhiz_Precious/status/721657663273046016,2016-04-17 11:12:49,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721687709543063552,dlusmagazine,"At Least 77 Dead After Powerful Earthquake Hits Ecuador: (PEDERNALES, Ecuador) — The strongest earthquake to h... https://t.co/fiFhjhmzTn",https://www.twitter.com/dlusmagazine/status/721687709543063552,2016-04-17 13:12:12,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721661364180090880,Iam_Emmadonchuk,#weguard Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments: Presi... https://t.co/M1AatLAfvR lol@knfao,https://www.twitter.com/Iam_Emmadonchuk/status/721661364180090880,2016-04-17 11:27:31,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721633736299708416,EmpirePress,Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments https://t.co/BCleVPkpbE,https://www.twitter.com/EmpirePress/status/721633736299708416,2016-04-17 09:37:44,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721581784484306944,madoqin,"Destructive 7.8-magnitude earthquake kills 41 in Ecuador, topples buildings https://t.co/CCdZmnVh72 via @mashable",https://www.twitter.com/madoqin/status/721581784484306944,2016-04-17 06:11:18,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721596617120477184,pau130920,@Harry_Styles I'm crying baby'm afraid there may be another earthquake in Ecuador  I love you babeὄ7,https://www.twitter.com/pau130920/status/721596617120477184,2016-04-17 07:10:14,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721596274953232384,GetItAl,"Major earthquake rocks Ecuador, death toll rises: The government said the death toll would likely rise and dam... https://t.co/e0KKSyp5Ar",https://www.twitter.com/GetItAl/status/721596274953232384,2016-04-17 07:08:53,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721564653210484736,ricardojimenez0,@chy_leigh @JeremyMJordan @MelissaBenoist @DavidHarewood guys please pray for ecuador #earthquake,https://www.twitter.com/ricardojimenez0/status/721564653210484736,2016-04-17 05:03:14,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721564791077224448,aamilansari,"Retweeted NDTV (@ndtv):  41 dead after powerful 7.8 earthquake hits Ecuador, tsunami warning issued... https://t.co/Q7WDVS70jR",https://www.twitter.com/aamilansari/status/721564791077224448,2016-04-17 05:03:46,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721598995047407616,RealtorJairo,Real estate news Powerful earthquake kills at least 77 in Ecuador: The 7.8 magnitude earthquake struck off Ecu... https://t.co/WfC3YcJJ2S,https://www.twitter.com/RealtorJairo/status/721598995047407616,2016-04-17 07:19:41,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721672068530450432,Gswedes,Powerful earthquake kills 77 in Ecuador' https://t.co/oSHxeQYoUI,https://www.twitter.com/Gswedes/status/721672068530450432,2016-04-17 12:10:03,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721718207715876868,lasanta_studio,Powerful earthquake hits Ecuador; 41 killed https://t.co/PWeaa4WEAb,https://www.twitter.com/lasanta_studio/status/721718207715876868,2016-04-17 15:13:24,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721611696406663168,_oftoday_,"https://t.co/pfOHEirbju | Telling the untold - ""77 killed, hundreds hurt in Ecuador&amp;#8217;s 7.8 earthquake"" @ https://t.co/iUZQK1xujL #news",https://www.twitter.com/_oftoday_/status/721611696406663168,2016-04-17 08:10:09,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721719313439305731,victoriano,"Ecuador earthquake: 10,000 troops deployed as rescue begins https://t.co/8hlw7jJeS9",https://www.twitter.com/victoriano/status/721719313439305731,2016-04-17 15:17:47,donation_needs_or_offers_or_volunteering_services,yes,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services
721603820216672256,ndtv,"77 dead after powerful 7.8 earthquake hits Ecuador, tsunami warning issued https://t.co/ySFDWfwYW9 https://t.co/YqAGST7l4R",https://www.twitter.com/ndtv/status/721603820216672256,2016-04-17 07:38:52,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721707583585669120,atkaithuaki,I am very worried about the earthquake in Kumamoto and Ecuador. Pray for Japan and Ecuador.,https://www.twitter.com/atkaithuaki/status/721707583585669120,2016-04-17 14:31:11,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721702912674672641,john_siracusa,"⚡️ ""Dozens dead in Ecuador after 7.8-magnitude earthquake ""  https://t.co/OjB7kDL1dK",https://www.twitter.com/john_siracusa/status/721702912674672641,2016-04-17 14:12:37,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721604562377973760,LMExtra,Ecuador earthquake of 7.8 magnitude kills dozens https://t.co/cgCSaNZ3Uu,https://www.twitter.com/LMExtra/status/721604562377973760,2016-04-17 07:41:49,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721711092196446208,FizzOpera,"Twitter needs to work on organizing their top stories better. Massive earthquake kills people in Ecuador, followed by Ke$ha at Coachella?",https://www.twitter.com/FizzOpera/status/721711092196446208,2016-04-17 14:45:07,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721694382009819136,the1stStarr,BBC News - Ecuador earthquake of 7.8 magnitude kills dozens https://t.co/5gbvFrBHKt,https://www.twitter.com/the1stStarr/status/721694382009819136,2016-04-17 13:38:43,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721567280958562304,jackmeh46692867,Powerful earthquake kills at least 41 in Ecuador https://t.co/RAm3zTq78M HELLO  NIRIBU IS COMING  HELLO  WORMWOOD IS COMING,https://www.twitter.com/jackmeh46692867/status/721567280958562304,2016-04-17 05:13:40,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721609767827820544,newsworld168h,"77 killed, hundreds hurt in Ecuador's 7.8 earthquake: More than 500 people were injured by the earthquake that... https://t.co/uXMBhA4PmQ",https://www.twitter.com/newsworld168h/status/721609767827820544,2016-04-17 08:02:30,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721571888917557248,RosenaFalconi,"Major earthquake rocks Ecuador, killing at least 41 https://t.co/YuVNst4Vhj https://t.co/3wU76KAdgW",https://www.twitter.com/RosenaFalconi/status/721571888917557248,2016-04-17 05:31:59,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721602162720116736,arishmaryshow,Powerful Ecuador earthquake kills 77 https://t.co/Tt7nxjwElr,https://www.twitter.com/arishmaryshow/status/721602162720116736,2016-04-17 07:32:16,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721684667963805696,timverd2,Magnitude-7.8 earthquake hits Ecuador; at least 1 dead https://t.co/lmJGOXaBkx,https://www.twitter.com/timverd2/status/721684667963805696,2016-04-17 13:00:07,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721558989838770176,STcom,Update: Death toll in #Ecuador earthquake rises to 41: Vice-President https://t.co/MCkC4MJ6IL https://t.co/OX91fZRBFy,https://www.twitter.com/STcom/status/721558989838770176,2016-04-17 04:40:43,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721601685827809280,lakematt,Dozens killed as magnitude 7.8 earthquake hits Ecuador https://t.co/kk53bfuDmu,https://www.twitter.com/lakematt/status/721601685827809280,2016-04-17 07:30:23,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721603437989912576,hippycat2,More than 20 people killed in 7.8 magnitude earthquake off Ecuador https://t.co/ZtwZnzpuRy,https://www.twitter.com/hippycat2/status/721603437989912576,2016-04-17 07:37:21,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721585372950564864,PoliticsNext,"#Breaking Major earthquake rocks Ecuador, killing at least 41 Read More : https://t.co/39MU6rJI1H",https://www.twitter.com/PoliticsNext/status/721585372950564864,2016-04-17 06:25:33,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721574384515825664,The_News_DIVA,#Facebook activates 'safety check' feature after #Ecuador earthquake. #socialmedia #tech,https://www.twitter.com/The_News_DIVA/status/721574384515825664,2016-04-17 05:41:54,donation_needs_or_offers_or_volunteering_services,yes,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services
721701810155618304,latestcanada,(Macleans):#Death toll climbs after earthquake in #Ecuador : Damage stretches for hundreds of miles to the.. https://t.co/U2vdCJXRRe,https://www.twitter.com/latestcanada/status/721701810155618304,2016-04-17 14:08:14,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721677108146143232,carloswgeek,"Destructive 7.8-magnitude earthquake kills 77 in Ecuador, topples buildings https://t.co/tzP9Sq3lcs",https://www.twitter.com/carloswgeek/status/721677108146143232,2016-04-17 12:30:05,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721600180689235968,HBSGeog,Ecuador earthquake of 7.8 magnitude kills dozens - https://t.co/Iph8vYJZZS,https://www.twitter.com/HBSGeog/status/721600180689235968,2016-04-17 07:24:24,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721667169965195264,Xiatian,Ecuador earthquake: death toll rises after 7.8-magnitude quake - latest developments  https://t.co/od3sQfhzGX,https://www.twitter.com/Xiatian/status/721667169965195264,2016-04-17 11:50:35,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721578198144667648,GetBriefMe,Magnitude-7.8 earthquake hits Ecuador via @CNN: https://t.co/lA8WzNuxA5,https://www.twitter.com/GetBriefMe/status/721578198144667648,2016-04-17 05:57:03,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721586452598034432,KittsNews,"Powerful, 7.8-magnitude earthquake hits Ecuador's central coast https://t.co/DqVs4z2A7t",https://www.twitter.com/KittsNews/status/721586452598034432,2016-04-17 06:29:51,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721571925735018496,Richard_Joha,Ecuador Earthquake Kills at Least 28: Photo Buildings were damaged in a powerful earthquake that shook the cen... https://t.co/PlF3O2araO,https://www.twitter.com/Richard_Joha/status/721571925735018496,2016-04-17 05:32:07,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721565971631071232,EarthlyMails,Highly effective earthquake kills at the least 28 in Ecuador https://t.co/OVzRTbfDOC https://t.co/M5fu21WHPD,https://www.twitter.com/EarthlyMails/status/721565971631071232,2016-04-17 05:08:28,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721623450356445184,watsupeurope,Latest: Ecuador: Bridge collapses as deadly earthquake causes chaos https://t.co/DnnsFY5gZz,https://www.twitter.com/watsupeurope/status/721623450356445184,2016-04-17 08:56:52,infrastructure_and_utilities_damage,yes,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage,infrastructure_and_utilities_damage
721603121454055428,dlNewZealand,"Ecuador earthquake kills 77 people, hundreds injured as people race for higher ground - TVNZ: Washington PostE... https://t.co/et5nJjGF46",https://www.twitter.com/dlNewZealand/status/721603121454055428,2016-04-17 07:36:05,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721638826616074241,KellyTa32039258,Magnitude-7.8 earthquake hits Ecuador; at least 1 dead https://t.co/DfeFwCx8Pc,https://www.twitter.com/KellyTa32039258/status/721638826616074241,2016-04-17 09:57:58,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721527252094038016,FOX29philly,"QUITO, Ecuador (AP) -- Vice President Jorge Glas says at least 28 people killed in Ecuador earthquake.",https://www.twitter.com/FOX29philly/status/721527252094038016,2016-04-17 02:34:36,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721579886226378752,andreaeleanor,Should S America and Africa be preparing for a tsunami? #myanmarearthquake #JapanEarthquake #EcuadorEarthquake https://t.co/nqnFM1zJUj,https://www.twitter.com/andreaeleanor/status/721579886226378752,2016-04-17 06:03:45,caution_and_advice,yes,caution_and_advice,caution_and_advice,caution_and_advice
721638584885866496,Spikbetty,Ecuador shaken by massive earthquake https://t.co/YXyOfNLau2 #NewsSuite https://t.co/9uZGVIxR4T,https://www.twitter.com/Spikbetty/status/721638584885866496,2016-04-17 09:57:00,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721606356457889793,edmondo_minisci,Dozens #killed as #magnitude 7.8 #earthquake hits #Ecuador https://t.co/uzobGdmBpi,https://www.twitter.com/edmondo_minisci/status/721606356457889793,2016-04-17 07:48:56,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721718365065191428,Independent,Ecuador death toll rises to 233 after powerful earthquake https://t.co/NMMKtcdxYG https://t.co/RuhB2xAfOq,https://www.twitter.com/Independent/status/721718365065191428,2016-04-17 15:14:01,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721592949516169216,GCS_Geography,BBC News - Ecuador earthquake of 7.8 magnitude kills dozens https://t.co/yWF05s73Uq #Earthquake,https://www.twitter.com/GCS_Geography/status/721592949516169216,2016-04-17 06:55:40,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721567848720699392,facebookservic1,"https://t.co/n94yDlOYME Photos - A 7.8 earthquake struck near the coast of Ecuador, the country's vice presiden... https://t.co/nOfq7C6xLr",https://www.twitter.com/facebookservic1/status/721567848720699392,2016-04-17 05:15:55,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
721610420289560576,RssToys,Powerful earthquake kills at least 77 in Ecuador: The 7.8 magnitude earthquake struck off Ecuador's Pacific co... https://t.co/ZfkNplm4PI,https://www.twitter.com/RssToys/status/721610420289560576,2016-04-17 08:05:05,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721625789607718912,news_in_summary,Powerful earthquake of 7.8 magnitude kills at least 77 in #Ecuador; 600 injured https://t.co/6YkpTp1uL1 #ZippedNews https://t.co/D6c8pwtvKf,https://www.twitter.com/news_in_summary/status/721625789607718912,2016-04-17 09:06:10,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721629302777745408,newszbreakin,The Latest: Ecuador earthquake a concern at Doha oil meeting https://t.co/EBN5zxdMF8 https://t.co/ad2sUZezrr,https://www.twitter.com/newszbreakin/status/721629302777745408,2016-04-17 09:20:07,donation_needs_or_offers_or_volunteering_services,yes,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services,donation_needs_or_offers_or_volunteering_services
721715295593758720,WDRBNews,"Ecuador vice president says powerful earthquake kills 77, more than 570 injured. https://t.co/Fecuq5dCrh https://t.co/BJFOHN3K6V",https://www.twitter.com/WDRBNews/status/721715295593758720,2016-04-17 15:01:49,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721690786539126785,iluvcruising,⚡️ “Dozens dead in Ecuador after 7.8-magnitude earthquake ” Pray family! Pray! #fbcglive https://t.co/aS6YWPOfsk,https://www.twitter.com/iluvcruising/status/721690786539126785,2016-04-17 13:24:26,sympathy_and_emotional_support,yes,sympathy_and_emotional_support,sympathy_and_emotional_support,sympathy_and_emotional_support
721570521695911936,twitreporting,Ecuador earthquake of magnitude 7.8 sees tsunami warning issued: The earthquake struck off the coast of Ecuado... https://t.co/YdAhHi4rGh,https://www.twitter.com/twitreporting/status/721570521695911936,2016-04-17 05:26:33,caution_and_advice,yes,caution_and_advice,caution_and_advice,caution_and_advice
721677362912485381,DennisInWarren,#Ecuador earthquake of 7.8 magnitude kills dozens - BBC News https://t.co/LbSOLbpzHW via @YouTube,https://www.twitter.com/DennisInWarren/status/721677362912485381,2016-04-17 12:31:06,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721509183078551552,Cathyt1111,"BREAKING: 7.8-magnitude earthquake rattles Ecuador, brings threat of tsunami https://t.co/8pTMcZ4qgO https://t.co/ySMR3Xd7QZ",https://www.twitter.com/Cathyt1111/status/721509183078551552,2016-04-17 01:22:48,caution_and_advice,yes,caution_and_advice,caution_and_advice,caution_and_advice
721588881980813312,SchuylerAugust,7.8-magnitude earthquake kills dozens in Ecuador https://t.co/bXb2RvTnB2,https://www.twitter.com/SchuylerAugust/status/721588881980813312,2016-04-17 06:39:30,injured_or_dead_people,yes,injured_or_dead_people,injured_or_dead_people,injured_or_dead_people
721719661474107392,Inka995,".@MMDA should run REGULAR #earthquake drills because we're in the Pacific Ring of Fire, like Japan and Ecuador. Do another drill, guys pls.",https://www.twitter.com/Inka995/status/721719661474107392,2016-04-17 15:19:10,other_useful_information,yes,other_useful_information,other_useful_information,other_useful_information
